RTL First name	RTL Last name	RTL Full name	Entity ID	Latin full name	Search URL
غمادالله عيد	بركات	غمادالله عيد بركات	61265	ʻImadalla ʻId Barakat	https://www.mideastmed.org/search/people?first-name=غمادالله عيد&last-name=بركات
مرتة خليل	صوالح	مرتة خليل صوالح	61266	Martha Khalil Sawalih	https://www.mideastmed.org/search/people?first-name=مرتة خليل&last-name=صوالح
جرمين الياس	حداد	جرمين الياس حداد	61267	Jeramine Ilias Haddad	https://www.mideastmed.org/search/people?first-name=جرمين الياس&last-name=حداد
فريدة	احمد	فريدة احمد	61268	Farida Ahmad	https://www.mideastmed.org/search/people?first-name=فريدة&last-name=احمد
نيفارت	ميسجيان	نيفارت ميسجيان	61269	Nevart Mesjian	https://www.mideastmed.org/search/people?first-name=نيفارت&last-name=ميسجيان
ارشالوس كازانجيان	مانوشاغيان	ارشالوس كازانجيان مانوشاغيان	61270	Arshalous Kazanjian Manoushagian	https://www.mideastmed.org/search/people?first-name=ارشالوس كازانجيان&last-name=مانوشاغيان
باولين	توكاتليان	باولين توكاتليان	61271	Pauline Tokatlian	https://www.mideastmed.org/search/people?first-name=باولين&last-name=توكاتليان
بديعة سمعان	سايح	بديعة سمعان سايح	61273	Badiʻa Samʻan Sa’ih	https://www.mideastmed.org/search/people?first-name=بديعة سمعان&last-name=سايح
هيلدا هوفهانيسيان	كازانجيان	هيلدا هوفهانيسيان كازانجيان	61274	Hilda Hovhannessian Kazanjian	https://www.mideastmed.org/search/people?first-name=هيلدا هوفهانيسيان&last-name=كازانجيان
فاطمة عبد الرحمن	مكاري	فاطمة عبد الرحمن مكاري	61275	Fatima ʻAbd al-Rahman Makari	https://www.mideastmed.org/search/people?first-name=فاطمة عبد الرحمن&last-name=مكاري
ماري عيسى	شريال	ماري عيسى شريال	61276	Mary ʻIsa Sharbal	https://www.mideastmed.org/search/people?first-name=ماري عيسى&last-name=شريال
ميلي	جريوس	ميلي جريوس	61277	Mili Yaʻqub Jirius	https://www.mideastmed.org/search/people?first-name=ميلي&last-name=جريوس
بدور	هنوش	بدور هنوش	61278	Badur Hanush	https://www.mideastmed.org/search/people?first-name=بدور&last-name=هنوش
كاتون	كازاندجيان	كاتون كازاندجيان	61279	Katoun Kazandjian	https://www.mideastmed.org/search/people?first-name=كاتون&last-name=كازاندجيان
روزة	شكيب	روزة شكيب	61280	Rose Shakib	https://www.mideastmed.org/search/people?first-name=روزة&last-name=شكيب
سراية	دوغان	سراية دوغان	61281	Suraya Dughan	https://www.mideastmed.org/search/people?first-name=سراية&last-name=دوغان
صبرية	شخشير	صبرية شخشير	61282	Sabriya Shakhshir	https://www.mideastmed.org/search/people?first-name=صبرية&last-name=شخشير
انجلة	صباغ	انجلة صباغ	61283	Angela Sabbagh	https://www.mideastmed.org/search/people?first-name=انجلة&last-name=صباغ
وداد ابراهيم	تميمي	وداد ابراهيم تميمي	61284	Widad Ibrahim Tamimi	https://www.mideastmed.org/search/people?first-name=وداد ابراهيم&last-name=تميمي
ماري الي	زريق	ماري الي زريق	61285	Mary Eli Zurayk	https://www.mideastmed.org/search/people?first-name=ماري الي&last-name=زريق
نبيهة سلامة	وير	نبيهة سلامة وير	61286	Nabiha Salama Wirr	https://www.mideastmed.org/search/people?first-name=نبيهة سلامة&last-name=وير
جميلة ناصر	عيسى	جميلة ناصر عيسى	61287	Jamila Nassir ʻIsa	https://www.mideastmed.org/search/people?first-name=جميلة ناصر&last-name=عيسى
زهية شكري	حداد	زهية شكري حداد	61288	Zahiya Shukri Haddad	https://www.mideastmed.org/search/people?first-name=زهية شكري&last-name=حداد
نظمية احمد	بوجة	نظمية احمد بوجة	61289	Nazmiya Ahmad Buja	https://www.mideastmed.org/search/people?first-name=نظمية احمد&last-name=بوجة
لطفية سعيد	كنعان	لطفية سعيد كنعان	61290	Lutfiya Saʻid Kanʻan	https://www.mideastmed.org/search/people?first-name=لطفية سعيد&last-name=كنعان
فاطمة عمر	غربية	فاطمة عمر غربية	61291	Fatima ʻUmar Gharbiya	https://www.mideastmed.org/search/people?first-name=فاطمة عمر&last-name=غربية
دائمة ميخائيل	حداد	دائمة ميخائيل حداد	61292	Da’ima Mikha’il Haddad	https://www.mideastmed.org/search/people?first-name=دائمة ميخائيل&last-name=حداد
حسنية	شويقة	حسنية شويقة	61293	Husnia Shwaiqa	https://www.mideastmed.org/search/people?first-name=حسنية&last-name=شويقة
مرجريت	رياضي	مرجريت رياضي	61294	Margaret Riadi	https://www.mideastmed.org/search/people?first-name=مرجريت&last-name=رياضي
اولجة	سلامة	اولجة سلامة	61295	Olga Salama	https://www.mideastmed.org/search/people?first-name=اولجة&last-name=سلامة
هلن بطرس	حاج	هلن بطرس حاج	61296	Helen Butrus Hajj	https://www.mideastmed.org/search/people?first-name=هلن بطرس&last-name=حاج
جمسانة	دغال	جمسانة دغال	61297	Jamsana Dughal	https://www.mideastmed.org/search/people?first-name=جمسانة&last-name=دغال
ارشالوس	كازانجيان	ارشالوس كازانجيان	61298	Arshalous Kazandjian	https://www.mideastmed.org/search/people?first-name=ارشالوس&last-name=كازانجيان
إسغوهي	ستامبوليان	إسغوهي ستامبوليان	61299	Isgouhi Stamboulian	https://www.mideastmed.org/search/people?first-name=إسغوهي&last-name=ستامبوليان
لطيفة	طوزة	لطيفة طوزة	61300	Latifa Tuza	https://www.mideastmed.org/search/people?first-name=لطيفة&last-name=طوزة
وديعة	نجار	وديعة نجار	61301	Wadiʻa Najjar	https://www.mideastmed.org/search/people?first-name=وديعة&last-name=نجار
جيسي مارجوري	موريس	جيسي مارجوري موريس	61302	Jessie Marjorie Morris	https://www.mideastmed.org/search/people?first-name=جيسي مارجوري&last-name=موريس
عريفة حسن		عريفة حسن 	61303	ʻArifa Hasan Kallud	https://www.mideastmed.org/search/people?first-name=عريفة حسن&last-name=
نهيل	نمر	نهيل نمر	61304	Nahil Nimr	https://www.mideastmed.org/search/people?first-name=نهيل&last-name=نمر
اوملية بكر	ابو دولة	اوملية بكر ابو دولة	61306	Omalia Bakir Abu Dawla	https://www.mideastmed.org/search/people?first-name=اوملية بكر&last-name=ابو دولة
اولجة	منصور	اولجة منصور	61307	Olga Mansur	https://www.mideastmed.org/search/people?first-name=اولجة&last-name=منصور
لدية خليل	جنحو	لدية خليل جنحو	61308	Lydia Khalil Janhu	https://www.mideastmed.org/search/people?first-name=لدية خليل&last-name=جنحو
هنريت	شاعر	هنريت شاعر	61309	Henriette Shaʻir	https://www.mideastmed.org/search/people?first-name=هنريت&last-name=شاعر
بهية عفيفي	الجابي	بهية عفيفي الجابي	61310	Bahiya ʻAfifi al-Jabi	https://www.mideastmed.org/search/people?first-name=بهية عفيفي&last-name=الجابي
حليمة الياس	حليحل	حليمة الياس حليحل	61311	Halima Ilias Hulayhal	https://www.mideastmed.org/search/people?first-name=حليمة الياس&last-name=حليحل
مريم بطرس	ابو ثريية	مريم بطرس ابو ثريية	61312	Maryam Butrus Abu Tharida	https://www.mideastmed.org/search/people?first-name=مريم بطرس&last-name=ابو ثريية
هناني	مشنتف	هناني مشنتف	61313	Hananie Mushantif	https://www.mideastmed.org/search/people?first-name=هناني&last-name=مشنتف
سيرانوش	دير فارتانيان	سيرانوش دير فارتانيان	61314	Siranush der Vartanian	https://www.mideastmed.org/search/people?first-name=سيرانوش&last-name=دير فارتانيان
حسنية	حلاق	حسنية حلاق	61315	Husniya Hallaq	https://www.mideastmed.org/search/people?first-name=حسنية&last-name=حلاق
نستس حنا خميس	نصار	نستس حنا خميس نصار	61316	Nustas Hana Khamis Nassar	https://www.mideastmed.org/search/people?first-name=نستس حنا خميس&last-name=نصار
هيفاء سعيد	عطية	هيفاء سعيد عطية	61317	Haifa Saʻid ʻAtiya	https://www.mideastmed.org/search/people?first-name=هيفاء سعيد&last-name=عطية
اوليمب	حداد	اوليمب حداد	61318	Olympie N. Haddad	https://www.mideastmed.org/search/people?first-name=اوليمب&last-name=حداد
لندة دياب	كرم	لندة دياب كرم	61319	Linda Diab Karam	https://www.mideastmed.org/search/people?first-name=لندة دياب&last-name=كرم
ذهبية حبيب	عبده	ذهبية حبيب عبده	61320	Dhahbiya Habib ʻAbdu	https://www.mideastmed.org/search/people?first-name=ذهبية حبيب&last-name=عبده
رئيفة	جلغوم	رئيفة جلغوم	61321	Ra’ifa M. Jalghum	https://www.mideastmed.org/search/people?first-name=رئيفة&last-name=جلغوم
واصفية نجيب	عبد الهادي	واصفية نجيب عبد الهادي	61322	Wasfiya Najib ʻAbd al-Hadi	https://www.mideastmed.org/search/people?first-name=واصفية نجيب&last-name=عبد الهادي
فوزية شاكر	علوش	فوزية شاكر علوش	61323	Fawzia Shakir ʻAlush	https://www.mideastmed.org/search/people?first-name=فوزية شاكر&last-name=علوش
رجينة موسى	صمحين	رجينة موسى صمحين	61324	Regina Musa Samahin	https://www.mideastmed.org/search/people?first-name=رجينة موسى&last-name=صمحين
سراية داؤد	بولص	سراية داؤد بولص	61325	Suraya Da’ud Bulus	https://www.mideastmed.org/search/people?first-name=سراية داؤد&last-name=بولص
وردة سلفيتي	اشكر	وردة سلفيتي اشكر	61326	Warda Salfiti Ashkar	https://www.mideastmed.org/search/people?first-name=وردة سلفيتي&last-name=اشكر
نجمة سمعان	سايح	نجمة سمعان سايح	61327	Najma Samʻan Sa’ih	https://www.mideastmed.org/search/people?first-name=نجمة سمعان&last-name=سايح
سلطنة	ميادي	سلطنة ميادي	61328	Sultana Hallaq Miadi	https://www.mideastmed.org/search/people?first-name=سلطنة&last-name=ميادي
حلاق	ربحي عزت	حلاق ربحي عزت	61329	Ribhi ʻIzzat Hallaq	https://www.mideastmed.org/search/people?first-name=حلاق&last-name=ربحي عزت
ذهبية	قنواتي	ذهبية قنواتي	61330	Dhahabiya Qanawati	https://www.mideastmed.org/search/people?first-name=ذهبية&last-name=قنواتي
سارة	فارتيفاريان	سارة فارتيفاريان	61331	Sara Vartevarian	https://www.mideastmed.org/search/people?first-name=سارة&last-name=فارتيفاريان
هايغانوش	دولابجيان	هايغانوش دولابجيان	61332	Haiganoush Dolabjian	https://www.mideastmed.org/search/people?first-name=هايغانوش&last-name=دولابجيان
سنية عبد السلام	عربجي	سنية عبد السلام عربجي	61333	Saniya ʻAbd al-Salam ʻArbaji	https://www.mideastmed.org/search/people?first-name=سنية عبد السلام&last-name=عربجي
قطرينة خوري	ايوب	قطرينة خوري ايوب	61334	Catherina Khuri Ayub	https://www.mideastmed.org/search/people?first-name=قطرينة خوري&last-name=ايوب
يسرى احمد	نشواتي	يسرى احمد نشواتي	61335	Yusra Ahmad Nashawati	https://www.mideastmed.org/search/people?first-name=يسرى احمد&last-name=نشواتي
هناء	عبده	هناء عبده	61336	Hana’ ʻAbdu	https://www.mideastmed.org/search/people?first-name=هناء&last-name=عبده
اميلية	بندق	اميلية بندق	61337	Emilia Bandak	https://www.mideastmed.org/search/people?first-name=اميلية&last-name=بندق
عزيزة جريس	بنورة	عزيزة جريس بنورة	61338	ʻAziza Jiris Banura	https://www.mideastmed.org/search/people?first-name=عزيزة جريس&last-name=بنورة
ماري	بيروتي	ماري بيروتي	61339	Mary Bayruti	https://www.mideastmed.org/search/people?first-name=ماري&last-name=بيروتي
وديعة	نصرالله	وديعة نصرالله	61340	Wadiʻa Yusuf A. Nasralla	https://www.mideastmed.org/search/people?first-name=وديعة&last-name=نصرالله
كوكب حسن	حناوي	كوكب حسن حناوي	61341	Kawkab Hasan Hinawi	https://www.mideastmed.org/search/people?first-name=كوكب حسن&last-name=حناوي
نجيبة جريوس	خضر	نجيبة جريوس خضر	61342	Najiba Jirius Khadir	https://www.mideastmed.org/search/people?first-name=نجيبة جريوس&last-name=خضر
برطة عبادس	شحاتة	برطة عبادس شحاتة	61343	Bertha ʻAbadi Shihata	https://www.mideastmed.org/search/people?first-name=برطة عبادس&last-name=شحاتة
مريم	عبد الغافر	مريم عبد الغافر	61344	Maryam ʻAbd al-Ghafir	https://www.mideastmed.org/search/people?first-name=مريم&last-name=عبد الغافر
فيرجينيا	خميس	فيرجينيا خميس	61345	Virginia Khamis	https://www.mideastmed.org/search/people?first-name=فيرجينيا&last-name=خميس
هلن س.	صباغ	هلن س. صباغ	61346	Helen S. Sabbagh	https://www.mideastmed.org/search/people?first-name=هلن س.&last-name=صباغ
رفقة جرجس	ابو عطا	رفقة جرجس ابو عطا	61347	Rifka Jiris Abu ʻAta	https://www.mideastmed.org/search/people?first-name=رفقة جرجس&last-name=ابو عطا
